route_id,bus_id,timestamp,crowd_density
1,1,2025-02-01 18:45:00,124
1,1,2025-02-01 19:00:00,122
1,1,2025-02-01 19:15:00,139
1,1,2025-02-01 19:30:00,86
1,1,2025-02-01 19:45:00,108
1,1,2025-02-01 20:00:00,89
1,1,2025-02-01 20:15:00,109
1,1,2025-02-01 20:30:00,64
1,1,2025-02-01 20:45:00,123
1,1,2025-02-01 21:00:00,77
1,1,2025-02-01 21:15:00,81
1,1,2025-02-01 21:30:00,102
1,1,2025-02-01 21:45:00,60
1,1,2025-02-01 22:00:00,80
1,1,2025-02-01 22:15:00,129
1,1,2025-02-01 22:30:00,123
1,1,2025-02-01 22:45:00,71
1,1,2025-02-01 23:00:00,54
1,1,2025-02-01 23:15:00,74
1,1,2025-02-01 23:30:00,86
1,1,2025-02-01 23:45:00,89
1,1,2025-02-02 00:00:00,84
1,1,2025-02-02 00:15:00,117
1,1,2025-02-02 00:30:00,67
1,1,2025-02-02 00:45:00,108
1,1,2025-02-02 01:00:00,83
1,1,2025-02-02 01:15:00,81
1,1,2025-02-02 01:30:00,98
1,1,2025-02-02 01:45:00,127
1,1,2025-02-02 02:00:00,88
1,1,2025-02-02 02:15:00,125
1,1,2025-02-02 02:30:00,53
1,1,2025-02-02 02:45:00,68
1,1,2025-02-02 03:00:00,51
1,1,2025-02-02 03:15:00,118
1,1,2025-02-02 03:30:00,94
1,1,2025-02-02 03:45:00,91
1,1,2025-02-02 04:00:00,78
1,1,2025-02-02 04:15:00,61
1,1,2025-02-02 04:30:00,59
1,1,2025-02-02 04:45:00,98
1,1,2025-02-02 05:00:00,116
1,1,2025-02-02 05:15:00,113
1,1,2025-02-02 05:30:00,54
1,1,2025-02-02 05:45:00,113
1,1,2025-02-02 06:00:00,140
1,1,2025-02-02 06:15:00,61
1,1,2025-02-02 06:30:00,139
1,1,2025-02-02 06:45:00,105
1,1,2025-02-02 07:00:00,123
1,1,2025-02-02 07:15:00,135
1,1,2025-02-02 07:30:00,86
1,1,2025-02-02 07:45:00,56
1,1,2025-02-02 08:00:00,94
1,1,2025-02-02 08:15:00,106
1,1,2025-02-02 08:30:00,95
1,1,2025-02-02 08:45:00,122
1,1,2025-02-02 09:00:00,129
1,1,2025-02-02 09:15:00,106
1,1,2025-02-02 09:30:00,113
1,1,2025-02-02 09:45:00,71
1,1,2025-02-02 10:00:00,129
1,1,2025-02-02 10:15:00,71
1,1,2025-02-02 10:30:00,112
1,1,2025-02-02 10:45:00,85
1,1,2025-02-02 11:00:00,123
1,1,2025-02-02 11:15:00,83
1,1,2025-02-02 11:30:00,76
1,1,2025-02-02 11:45:00,110
1,1,2025-02-02 12:00:00,94
1,1,2025-02-02 12:15:00,110
1,1,2025-02-02 12:30:00,135
1,1,2025-02-02 12:45:00,122
1,1,2025-02-02 13:00:00,88
1,1,2025-02-02 13:15:00,123
1,1,2025-02-02 13:30:00,89
1,1,2025-02-02 13:45:00,132
1,1,2025-02-02 14:00:00,107
1,1,2025-02-02 14:15:00,87
1,1,2025-02-02 14:30:00,96
1,1,2025-02-02 14:45:00,61
1,1,2025-02-02 15:00:00,76
1,1,2025-02-02 15:15:00,94
1,1,2025-02-02 15:30:00,82
1,1,2025-02-02 15:45:00,73
1,1,2025-02-02 16:00:00,121
1,1,2025-02-02 16:15:00,72
1,1,2025-02-02 16:30:00,86
1,1,2025-02-02 16:45:00,75
1,1,2025-02-02 17:00:00,120
1,1,2025-02-02 17:15:00,87
1,1,2025-02-02 17:30:00,105
1,1,2025-02-02 17:45:00,64
1,1,2025-02-02 18:00:00,82
1,1,2025-02-02 18:15:00,130
1,1,2025-02-02 18:30:00,64
1,1,2025-02-02 18:45:00,124
1,1,2025-02-02 19:00:00,95
1,1,2025-02-02 19:15:00,100
1,1,2025-02-02 19:30:00,121
1,1,2025-02-02 19:45:00,125
1,1,2025-02-02 20:00:00,109
1,1,2025-02-02 20:15:00,106
1,1,2025-02-02 20:30:00,52
1,1,2025-02-02 20:45:00,90
1,1,2025-02-02 21:00:00,81
1,1,2025-02-02 21:15:00,65
1,1,2025-02-02 21:30:00,122
1,1,2025-02-02 21:45:00,108
1,1,2025-02-02 22:00:00,108
1,1,2025-02-02 22:15:00,56
1,1,2025-02-02 22:30:00,95
1,1,2025-02-02 22:45:00,55
1,1,2025-02-02 23:00:00,81
1,1,2025-02-02 23:15:00,60
1,1,2025-02-02 23:30:00,122
1,1,2025-02-02 23:45:00,137
1,1,2025-02-03 00:00:00,93
1,1,2025-02-03 00:15:00,105
1,1,2025-02-03 00:30:00,134
1,1,2025-02-03 00:45:00,58
1,1,2025-02-03 01:00:00,74
1,1,2025-02-03 01:15:00,72
1,1,2025-02-03 01:30:00,91
1,1,2025-02-03 01:45:00,72
1,1,2025-02-03 02:00:00,105
1,1,2025-02-03 02:15:00,127
1,1,2025-02-03 02:30:00,116
1,1,2025-02-03 02:45:00,135
1,1,2025-02-03 03:00:00,101
1,1,2025-02-03 03:15:00,114
1,1,2025-02-03 03:30:00,87
1,1,2025-02-03 03:45:00,135
1,1,2025-02-03 04:00:00,91
1,1,2025-02-03 04:15:00,88
1,1,2025-02-03 04:30:00,121
1,1,2025-02-03 04:45:00,131
1,1,2025-02-03 05:00:00,86
1,1,2025-02-03 05:15:00,98
1,1,2025-02-03 05:30:00,139
1,1,2025-02-03 05:45:00,73
1,1,2025-02-03 06:00:00,80
1,1,2025-02-03 06:15:00,51
1,1,2025-02-03 06:30:00,58
1,1,2025-02-03 06:45:00,72
1,1,2025-02-03 07:00:00,131
1,1,2025-02-03 07:15:00,83
1,1,2025-02-03 07:30:00,103
1,1,2025-02-03 07:45:00,102
1,1,2025-02-03 08:00:00,103
1,1,2025-02-03 08:15:00,133
1,1,2025-02-03 08:30:00,64
1,1,2025-02-03 08:45:00,73
1,1,2025-02-03 09:00:00,98
1,1,2025-02-03 09:15:00,120
1,1,2025-02-03 09:30:00,72
1,1,2025-02-03 09:45:00,81
1,1,2025-02-03 10:00:00,117
1,1,2025-02-03 10:15:00,119
1,1,2025-02-03 10:30:00,140
1,1,2025-02-03 10:45:00,67
1,1,2025-02-03 11:00:00,128
1,1,2025-02-03 11:15:00,86
1,1,2025-02-03 11:30:00,98
1,1,2025-02-03 11:45:00,123
1,1,2025-02-03 12:00:00,117
1,1,2025-02-03 12:15:00,66
1,1,2025-02-03 12:30:00,88
1,1,2025-02-03 12:45:00,95
1,1,2025-02-03 13:00:00,119
1,1,2025-02-03 13:15:00,94
1,1,2025-02-03 13:30:00,63
1,1,2025-02-03 13:45:00,139
1,1,2025-02-03 14:00:00,114
1,1,2025-02-03 14:15:00,82
1,1,2025-02-03 14:30:00,54
1,1,2025-02-03 14:45:00,96
1,1,2025-02-03 15:00:00,84
1,1,2025-02-03 15:15:00,133
1,1,2025-02-03 15:30:00,82
1,1,2025-02-03 15:45:00,53
1,1,2025-02-03 16:00:00,121
1,1,2025-02-03 16:15:00,130
1,1,2025-02-03 16:30:00,114
1,1,2025-02-03 16:45:00,57
1,1,2025-02-03 17:00:00,134
1,1,2025-02-03 17:15:00,88
1,1,2025-02-03 17:30:00,102
1,1,2025-02-03 17:45:00,84
1,1,2025-02-03 18:00:00,51
1,1,2025-02-03 18:15:00,75
1,1,2025-02-03 18:30:00,123
1,1,2025-02-03 18:45:00,118
1,1,2025-02-03 19:00:00,94
1,1,2025-02-03 19:15:00,100
1,1,2025-02-03 19:30:00,63
1,1,2025-02-03 19:45:00,128
1,1,2025-02-03 20:00:00,123
1,1,2025-02-03 20:15:00,108
1,1,2025-02-03 20:30:00,56
1,1,2025-02-03 20:45:00,88
1,1,2025-02-03 21:00:00,63
1,1,2025-02-03 21:15:00,104
1,1,2025-02-03 21:30:00,124
1,1,2025-02-03 21:45:00,84
1,1,2025-02-03 22:00:00,57
1,1,2025-02-03 22:15:00,136
1,1,2025-02-03 22:30:00,77
1,1,2025-02-03 22:45:00,121
1,1,2025-02-03 23:00:00,137
1,1,2025-02-03 23:15:00,83
1,1,2025-02-03 23:30:00,91
1,1,2025-02-03 23:45:00,108
1,1,2025-02-04 00:00:00,56
1,1,2025-02-04 00:15:00,96
1,1,2025-02-04 00:30:00,92
1,1,2025-02-04 00:45:00,136
1,1,2025-02-04 01:00:00,98
1,1,2025-02-04 01:15:00,56
1,1,2025-02-04 01:30:00,90
1,1,2025-02-04 01:45:00,57
1,1,2025-02-04 02:00:00,78
1,1,2025-02-04 02:15:00,54
1,1,2025-02-04 02:30:00,50
1,1,2025-02-04 02:45:00,90
1,1,2025-02-04 03:00:00,117
1,1,2025-02-04 03:15:00,73
1,1,2025-02-04 03:30:00,113
1,1,2025-02-04 03:45:00,70
1,1,2025-02-04 04:00:00,68
1,1,2025-02-04 04:15:00,97
1,1,2025-02-04 04:30:00,84
1,1,2025-02-04 04:45:00,129
1,1,2025-02-04 05:00:00,109
1,1,2025-02-04 05:15:00,55
1,1,2025-02-04 05:30:00,140
1,1,2025-02-04 05:45:00,76
1,1,2025-02-04 06:00:00,104
1,1,2025-02-04 06:15:00,102
1,1,2025-02-04 06:30:00,63
1,1,2025-02-04 06:45:00,105
1,1,2025-02-04 07:00:00,118
1,1,2025-02-04 07:15:00,56
1,1,2025-02-04 07:30:00,98
1,1,2025-02-04 07:45:00,103
1,1,2025-02-04 08:00:00,55
1,1,2025-02-04 08:15:00,114
1,1,2025-02-04 08:30:00,72
1,1,2025-02-04 08:45:00,91
1,1,2025-02-04 09:00:00,139
1,1,2025-02-04 09:15:00,68
1,1,2025-02-04 09:30:00,78
1,1,2025-02-04 09:45:00,84
1,1,2025-02-04 10:00:00,104
1,1,2025-02-04 10:15:00,51
1,1,2025-02-04 10:30:00,117
1,1,2025-02-04 10:45:00,86
1,1,2025-02-04 11:00:00,59
1,1,2025-02-04 11:15:00,75
1,1,2025-02-04 11:30:00,71
1,1,2025-02-04 11:45:00,111
1,1,2025-02-04 12:00:00,51
1,1,2025-02-04 12:15:00,69
1,1,2025-02-04 12:30:00,57
1,1,2025-02-04 12:45:00,84
1,1,2025-02-04 13:00:00,67
1,1,2025-02-04 13:15:00,51
1,1,2025-02-04 13:30:00,133
1,1,2025-02-04 13:45:00,98
1,1,2025-02-04 14:00:00,85
1,1,2025-02-04 14:15:00,72
1,1,2025-02-04 14:30:00,111
1,1,2025-02-04 14:45:00,72
1,1,2025-02-04 15:00:00,73
1,1,2025-02-04 15:15:00,52
1,1,2025-02-04 15:30:00,136
1,1,2025-02-04 15:45:00,73
1,1,2025-02-04 16:00:00,119
1,1,2025-02-04 16:15:00,99
1,1,2025-02-04 16:30:00,55
1,1,2025-02-04 16:45:00,66
1,1,2025-02-04 17:00:00,72
1,1,2025-02-04 17:15:00,113
1,1,2025-02-04 17:30:00,87
1,1,2025-02-04 17:45:00,99
1,1,2025-02-04 18:00:00,88
1,1,2025-02-04 18:15:00,60
1,1,2025-02-04 18:30:00,107
1,1,2025-02-04 18:45:00,139
1,1,2025-02-04 19:00:00,136
1,1,2025-02-04 19:15:00,120
1,1,2025-02-04 19:30:00,74
1,1,2025-02-04 19:45:00,61
1,1,2025-02-04 20:00:00,90
1,1,2025-02-04 20:15:00,93
1,1,2025-02-04 20:30:00,120
1,1,2025-02-04 20:45:00,78
1,1,2025-02-04 21:00:00,101
1,1,2025-02-04 21:15:00,76
1,1,2025-02-04 21:30:00,66
1,1,2025-02-04 21:45:00,109
1,1,2025-02-04 22:00:00,54
1,1,2025-02-04 22:15:00,106
1,1,2025-02-04 22:30:00,122
1,1,2025-02-04 22:45:00,130
1,1,2025-02-04 23:00:00,55
1,1,2025-02-04 23:15:00,132
1,1,2025-02-04 23:30:00,83
1,1,2025-02-04 23:45:00,82
1,1,2025-02-05 00:00:00,125
1,1,2025-02-05 00:15:00,112
1,1,2025-02-05 00:30:00,81
1,1,2025-02-05 00:45:00,97
1,1,2025-02-05 01:00:00,136
1,1,2025-02-05 01:15:00,97
1,1,2025-02-05 01:30:00,118
1,1,2025-02-05 01:45:00,60
1,1,2025-02-05 02:00:00,77
1,1,2025-02-05 02:15:00,79
1,1,2025-02-05 02:30:00,91
1,1,2025-02-05 02:45:00,82
1,1,2025-02-05 03:00:00,72
1,1,2025-02-05 03:15:00,138
1,1,2025-02-05 03:30:00,97
1,1,2025-02-05 03:45:00,83
1,1,2025-02-05 04:00:00,107
1,1,2025-02-05 04:15:00,88
1,1,2025-02-05 04:30:00,137
1,1,2025-02-05 04:45:00,60
1,1,2025-02-05 05:00:00,72
1,1,2025-02-05 05:15:00,119
1,1,2025-02-05 05:30:00,123
1,1,2025-02-05 05:45:00,94
1,1,2025-02-05 06:00:00,118
1,1,2025-02-05 06:15:00,62
1,1,2025-02-05 06:30:00,55
1,1,2025-02-05 06:45:00,92
1,1,2025-02-05 07:00:00,61
1,1,2025-02-05 07:15:00,66
1,1,2025-02-05 07:30:00,140
1,1,2025-02-05 07:45:00,107
1,1,2025-02-05 08:00:00,79
1,1,2025-02-05 08:15:00,59
1,1,2025-02-05 08:30:00,128
1,1,2025-02-05 08:45:00,50
1,1,2025-02-05 09:00:00,66
1,1,2025-02-05 09:15:00,90
1,1,2025-02-05 09:30:00,128
1,1,2025-02-05 09:45:00,120
1,1,2025-02-05 10:00:00,95
1,1,2025-02-05 10:15:00,53
1,1,2025-02-05 10:30:00,103
1,1,2025-02-05 10:45:00,77
1,1,2025-02-05 11:00:00,95
1,1,2025-02-05 11:15:00,114
1,1,2025-02-05 11:30:00,127
1,1,2025-02-05 11:45:00,118
1,1,2025-02-05 12:00:00,74
1,1,2025-02-05 12:15:00,83
1,1,2025-02-05 12:30:00,140
1,1,2025-02-05 12:45:00,108
1,1,2025-02-05 13:00:00,79
1,1,2025-02-05 13:15:00,54
1,1,2025-02-05 13:30:00,132
1,1,2025-02-05 13:45:00,137
1,1,2025-02-05 14:00:00,109
1,1,2025-02-05 14:15:00,70
1,1,2025-02-05 14:30:00,108
1,1,2025-02-05 14:45:00,50
1,1,2025-02-05 15:00:00,108
1,1,2025-02-05 15:15:00,94
1,1,2025-02-05 15:30:00,89
1,1,2025-02-05 15:45:00,108
1,1,2025-02-05 16:00:00,133
1,1,2025-02-05 16:15:00,82
1,1,2025-02-05 16:30:00,60
1,1,2025-02-05 16:45:00,107
1,1,2025-02-05 17:00:00,50
1,1,2025-02-05 17:15:00,115
1,1,2025-02-05 17:30:00,113
1,1,2025-02-05 17:45:00,134
1,1,2025-02-05 18:00:00,79
1,1,2025-02-05 18:15:00,82
1,1,2025-02-05 18:30:00,76
1,1,2025-02-05 18:45:00,67
1,1,2025-02-05 19:00:00,127
1,1,2025-02-05 19:15:00,117
1,1,2025-02-05 19:30:00,56
1,1,2025-02-05 19:45:00,88
1,1,2025-02-05 20:00:00,119
1,1,2025-02-05 20:15:00,84
1,1,2025-02-05 20:30:00,125
1,1,2025-02-05 20:45:00,138
1,1,2025-02-05 21:00:00,68
1,1,2025-02-05 21:15:00,106
1,1,2025-02-05 21:30:00,66
1,1,2025-02-05 21:45:00,108
1,1,2025-02-05 22:00:00,85
1,1,2025-02-05 22:15:00,126
1,1,2025-02-05 22:30:00,65
1,1,2025-02-05 22:45:00,118
1,1,2025-02-05 23:00:00,77
1,1,2025-02-05 23:15:00,69
1,1,2025-02-05 23:30:00,74
1,1,2025-02-05 23:45:00,78
1,1,2025-02-06 00:00:00,101
1,1,2025-02-06 00:15:00,98
1,1,2025-02-06 00:30:00,72
1,1,2025-02-06 00:45:00,62
1,1,2025-02-06 01:00:00,128
1,1,2025-02-06 01:15:00,93
1,1,2025-02-06 01:30:00,91
1,1,2025-02-06 01:45:00,138
1,1,2025-02-06 02:00:00,108
1,1,2025-02-06 02:15:00,68
1,1,2025-02-06 02:30:00,64
1,1,2025-02-06 02:45:00,72
1,1,2025-02-06 03:00:00,133
1,1,2025-02-06 03:15:00,62
1,1,2025-02-06 03:30:00,120
1,1,2025-02-06 03:45:00,77
1,1,2025-02-06 04:00:00,108
1,1,2025-02-06 04:15:00,81
1,1,2025-02-06 04:30:00,132
1,1,2025-02-06 04:45:00,64
1,1,2025-02-06 05:00:00,72
1,1,2025-02-06 05:15:00,95
1,1,2025-02-06 05:30:00,75
1,1,2025-02-06 05:45:00,75
1,1,2025-02-06 06:00:00,79
1,1,2025-02-06 06:15:00,70
1,1,2025-02-06 06:30:00,113
1,1,2025-02-06 06:45:00,96
1,1,2025-02-06 07:00:00,138
1,1,2025-02-06 07:15:00,82
1,1,2025-02-06 07:30:00,136
1,1,2025-02-06 07:45:00,100
1,1,2025-02-06 08:00:00,95
1,1,2025-02-06 08:15:00,133
1,1,2025-02-06 08:30:00,131
1,1,2025-02-06 08:45:00,58
1,1,2025-02-06 09:00:00,75
1,1,2025-02-06 09:15:00,132
1,1,2025-02-06 09:30:00,118
1,1,2025-02-06 09:45:00,67
1,1,2025-02-06 10:00:00,135
1,1,2025-02-06 10:15:00,107
1,1,2025-02-06 10:30:00,84
1,1,2025-02-06 10:45:00,125
1,1,2025-02-06 11:00:00,83
1,1,2025-02-06 11:15:00,123
1,1,2025-02-06 11:30:00,140
1,1,2025-02-06 11:45:00,87
1,1,2025-02-06 12:00:00,99
1,1,2025-02-06 12:15:00,132
1,1,2025-02-06 12:30:00,58
1,1,2025-02-06 12:45:00,111
1,1,2025-02-06 13:00:00,113
1,1,2025-02-06 13:15:00,71
1,1,2025-02-06 13:30:00,78
1,1,2025-02-06 13:45:00,103
1,1,2025-02-06 14:00:00,60
1,1,2025-02-06 14:15:00,91
1,1,2025-02-06 14:30:00,80
1,1,2025-02-06 14:45:00,78
1,1,2025-02-06 15:00:00,88
1,1,2025-02-06 15:15:00,66
1,1,2025-02-06 15:30:00,97
1,1,2025-02-06 15:45:00,89
1,1,2025-02-06 16:00:00,119
1,1,2025-02-06 16:15:00,67
1,1,2025-02-06 16:30:00,83
1,1,2025-02-06 16:45:00,74
1,1,2025-02-06 17:00:00,102
1,1,2025-02-06 17:15:00,57
1,1,2025-02-06 17:30:00,78
1,1,2025-02-06 17:45:00,139
1,1,2025-02-06 18:00:00,117
1,1,2025-02-06 18:15:00,101
1,1,2025-02-06 18:30:00,98
1,1,2025-02-06 18:45:00,109
1,1,2025-02-06 19:00:00,75
1,1,2025-02-06 19:15:00,73
1,1,2025-02-06 19:30:00,127
1,1,2025-02-06 19:45:00,92
1,1,2025-02-06 20:00:00,71
1,1,2025-02-06 20:15:00,54
1,1,2025-02-06 20:30:00,132
1,1,2025-02-06 20:45:00,130
1,1,2025-02-06 21:00:00,108
1,1,2025-02-06 21:15:00,117
1,1,2025-02-06 21:30:00,102
1,1,2025-02-06 21:45:00,115
1,1,2025-02-06 22:00:00,85
1,1,2025-02-06 22:15:00,135
1,1,2025-02-06 22:30:00,103
1,1,2025-02-06 22:45:00,110
1,1,2025-02-06 23:00:00,84
1,1,2025-02-06 23:15:00,104
1,1,2025-02-06 23:30:00,70
1,1,2025-02-06 23:45:00,115
1,1,2025-02-07 00:00:00,127
1,1,2025-02-07 00:15:00,134
1,1,2025-02-07 00:30:00,79
1,1,2025-02-07 00:45:00,103
1,1,2025-02-07 01:00:00,52
1,1,2025-02-07 01:15:00,125
1,1,2025-02-07 01:30:00,64
1,1,2025-02-07 01:45:00,86
1,1,2025-02-07 02:00:00,108
1,1,2025-02-07 02:15:00,134
1,1,2025-02-07 02:30:00,92
1,1,2025-02-07 02:45:00,69
1,1,2025-02-07 03:00:00,134
1,1,2025-02-07 03:15:00,98
1,1,2025-02-07 03:30:00,96
1,1,2025-02-07 03:45:00,120
1,1,2025-02-07 04:00:00,140
1,1,2025-02-07 04:15:00,59
1,1,2025-02-07 04:30:00,140
1,1,2025-02-07 04:45:00,124
1,1,2025-02-07 05:00:00,71
1,1,2025-02-07 05:15:00,86
1,1,2025-02-07 05:30:00,52
1,1,2025-02-07 05:45:00,76
1,1,2025-02-07 06:00:00,83
1,1,2025-02-07 06:15:00,97
1,1,2025-02-07 06:30:00,111
1,1,2025-02-07 06:45:00,109
1,1,2025-02-07 07:00:00,76
1,1,2025-02-07 07:15:00,89
1,1,2025-02-07 07:30:00,127
1,1,2025-02-07 07:45:00,50
1,1,2025-02-07 08:00:00,136
1,1,2025-02-07 08:15:00,127
1,1,2025-02-07 08:30:00,89
1,1,2025-02-07 08:45:00,66
1,1,2025-02-07 09:00:00,68
1,1,2025-02-07 09:15:00,98
1,1,2025-02-07 09:30:00,103
1,1,2025-02-07 09:45:00,64
1,1,2025-02-07 10:00:00,140
1,1,2025-02-07 10:15:00,91
1,1,2025-02-07 10:30:00,115
1,1,2025-02-07 10:45:00,74
1,1,2025-02-07 11:00:00,70
1,1,2025-02-07 11:15:00,102
1,1,2025-02-07 11:30:00,114
1,1,2025-02-07 11:45:00,119
1,1,2025-02-07 12:00:00,129
1,1,2025-02-07 12:15:00,75
1,1,2025-02-07 12:30:00,85
1,1,2025-02-07 12:45:00,131
1,1,2025-02-07 13:00:00,54
1,1,2025-02-07 13:15:00,97
1,1,2025-02-07 13:30:00,120
1,1,2025-02-07 13:45:00,125
1,1,2025-02-07 14:00:00,91
1,1,2025-02-07 14:15:00,65
1,1,2025-02-07 14:30:00,58
1,1,2025-02-07 14:45:00,103
1,1,2025-02-07 15:00:00,108
1,1,2025-02-07 15:15:00,72
1,1,2025-02-07 15:30:00,73
1,1,2025-02-07 15:45:00,122
1,1,2025-02-07 16:00:00,100
1,1,2025-02-07 16:15:00,120
1,1,2025-02-07 16:30:00,106
1,1,2025-02-07 16:45:00,131
1,1,2025-02-07 17:00:00,116
1,1,2025-02-07 17:15:00,97
1,1,2025-02-07 17:30:00,73
1,1,2025-02-07 17:45:00,70
1,1,2025-02-07 18:00:00,132
1,1,2025-02-07 18:15:00,107
1,1,2025-02-07 18:30:00,71
1,1,2025-02-07 18:45:00,137
1,1,2025-02-07 19:00:00,111
1,1,2025-02-07 19:15:00,68
1,1,2025-02-07 19:30:00,55
1,1,2025-02-07 19:45:00,76
1,1,2025-02-07 20:00:00,129
1,1,2025-02-07 20:15:00,118
1,1,2025-02-07 20:30:00,96
1,1,2025-02-07 20:45:00,135
1,1,2025-02-07 21:00:00,76
1,1,2025-02-07 21:15:00,136
1,1,2025-02-07 21:30:00,134
1,1,2025-02-07 21:45:00,86
1,1,2025-02-07 22:00:00,54
1,1,2025-02-07 22:15:00,136
1,1,2025-02-07 22:30:00,105
1,1,2025-02-07 22:45:00,51
1,1,2025-02-07 23:00:00,119
1,1,2025-02-07 23:15:00,138
1,1,2025-02-07 23:30:00,126
1,1,2025-02-07 23:45:00,126
1,1,2025-02-08 00:00:00,56
1,1,2025-02-08 00:15:00,90
1,1,2025-02-08 00:30:00,78
1,1,2025-02-08 00:45:00,90
1,1,2025-02-08 01:00:00,111
1,1,2025-02-08 01:15:00,57
1,1,2025-02-08 01:30:00,102
1,1,2025-02-08 01:45:00,65
1,1,2025-02-08 02:00:00,89
1,1,2025-02-08 02:15:00,68
1,1,2025-02-08 02:30:00,56
1,1,2025-02-08 02:45:00,88
1,1,2025-02-08 03:00:00,139
1,1,2025-02-08 03:15:00,107
1,1,2025-02-08 03:30:00,77
1,1,2025-02-08 03:45:00,58
1,1,2025-02-08 04:00:00,138
1,1,2025-02-08 04:15:00,71
1,1,2025-02-08 04:30:00,81
1,1,2025-02-08 04:45:00,73
1,1,2025-02-08 05:00:00,77
1,1,2025-02-08 05:15:00,78
1,1,2025-02-08 05:30:00,112
1,1,2025-02-08 05:45:00,81
1,1,2025-02-08 06:00:00,109
1,1,2025-02-08 06:15:00,80
1,1,2025-02-08 06:30:00,78
1,1,2025-02-08 06:45:00,75
1,1,2025-02-08 07:00:00,81
1,1,2025-02-08 07:15:00,120
1,1,2025-02-08 07:30:00,77
1,1,2025-02-08 07:45:00,123
1,1,2025-02-08 08:00:00,112
1,1,2025-02-08 08:15:00,104
1,1,2025-02-08 08:30:00,112
1,1,2025-02-08 08:45:00,95
1,1,2025-02-08 09:00:00,88
1,1,2025-02-08 09:15:00,72
1,1,2025-02-08 09:30:00,122
1,1,2025-02-08 09:45:00,123
1,1,2025-02-08 10:00:00,88
1,1,2025-02-08 10:15:00,111
1,1,2025-02-08 10:30:00,105
1,1,2025-02-08 10:45:00,59
1,1,2025-02-08 11:00:00,70
1,1,2025-02-08 11:15:00,65
1,1,2025-02-08 11:30:00,122
1,1,2025-02-08 11:45:00,134
1,1,2025-02-08 12:00:00,106
1,1,2025-02-08 12:15:00,53
1,1,2025-02-08 12:30:00,103
1,1,2025-02-08 12:45:00,105
1,1,2025-02-08 13:00:00,137
1,1,2025-02-08 13:15:00,76
1,1,2025-02-08 13:30:00,96
1,1,2025-02-08 13:45:00,77
1,1,2025-02-08 14:00:00,83
1,1,2025-02-08 14:15:00,125
1,1,2025-02-08 14:30:00,61
1,1,2025-02-08 14:45:00,140
1,1,2025-02-08 15:00:00,105
1,1,2025-02-08 15:15:00,103
